rec_id,qty_._url,qty_-_url,qty___url,qty_/_url,qty_?_url,qty_=_url,qty_@_url,qty_&_url,qty_!_url,qty_ _url,qty_~_url,"qty_,_url",qty_+_url,qty_*_url,qty_#_url,qty_$_url,qty_%_url,qty_tld_url,length_url,email_in_url,qty_._domain,qty_-_domain,qty___domain,qty_/_domain,qty_?_domain,qty_=_domain,qty_@_domain,qty_&_domain,qty_!_domain,qty_ _domain,qty_~_domain,"qty_,_domain",qty_+_domain,qty_*_domain,qty_#_domain,qty_$_domain,qty_%_domain,qty_vowels_domain,domain_length,domain_in_ip,server_client_domain,subdomain_level,qty_._directory,qty_-_directory,qty___directory,qty_/_directory,qty_?_directory,qty_=_directory,qty_@_directory,qty_&_directory,qty_!_directory,qty_ _directory,qty_~_directory,"qty_,_directory",qty_+_directory,qty_*_directory,qty_#_directory,qty_$_directory,qty_%_directory,directory_length,qty_._file,qty_-_file,qty___file,qty_/_file,qty_?_file,qty_=_file,qty_@_file,qty_&_file,qty_!_file,qty_ _file,qty_~_file,"qty_,_file",qty_+_file,qty_*_file,qty_#_file,qty_$_file,qty_%_file,file_length,qty_._params,qty_-_params,qty___params,qty_/_params,qty_?_params,qty_=_params,qty_@_params,qty_&_params,qty_!_params,qty_ _params,qty_~_params,"qty_,_params",qty_+_params,qty_*_params,qty_#_params,qty_$_params,qty_%_params,params_length,tld_present_params,qty_params,time_response,domain_spf,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,ttl_hostname,tls_ssl_certificate,qty_redirects,url_google_index,domain_google_index,url_shortened,num_dots,path_level,url_length,num_dash,num_dash_in_hostname,at_symbol,tilde_symbol,num_underscore,num_percent,num_query_components,num_ampersand,num_hash,num_numeric_chars,no_https,random_string,ip_address,domain_in_subdomains,domain_in_paths,https_in_hostname,hostname_length,path_length,query_length,double_slash_in_path,num_sensitive_words,ip_address_in_url,long_url,at_symbol_in_url,prefix_suffix_in_domain,subdomain_count,phishing
14,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,2,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,37,0,0,0,0,1,0,0,2,0
15,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,83,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,48,0,0,0,0,1,0,0,1,0
16,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,1,1
17,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,39,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,21,10,0,0,0,0,0,0,0,2,0
18,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,2,0
19,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,42,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,33,1,0,0,0,0,0,0,1,3,1
20,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,46,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,15,0,0,0,0,0,0,0,3,0
21,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,70,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,16,0,0,0,0,1,0,1,1,1
22,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,29,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,21,1,0,0,0,0,0,0,0,2,1
23,6,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,89,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,4,89,0,0,0,0,0,0,1,0,0,14,1,1,0,0,0,0,38,31,12,0,0,0,1,0,0,6,1
24,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,86,3,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,25,53,0,0,1,0,1,0,1,2,1
25,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,1,0,0,0,0,0,0,0,2,0
26,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0,0,2,0
27,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,1,0,0,0,0,0,0,0,3,1
28,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,73,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,45,0,0,0,0,1,0,0,2,0
29,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,2,62,1,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,23,31,0,0,0,0,1,0,0,3,0
30,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,1,0,0,2,0
31,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1,0,0,0,0,0,0,0,2,0
32,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,70,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,39,0,0,0,0,1,0,0,1,0
33,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,63,2,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,21,34,0,0,0,0,1,0,0,3,0
34,2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,2,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,96,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,75,0,0,0,0,1,0,0,2,0
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0
36,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,54,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,46,1,0,0,0,0,0,0,1,2,1
37,3,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,3,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,2,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,5,95,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,15,63,9,0,0,0,1,1,0,2,1
38,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,1,0
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,2,0
40,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,2,0
