,Itemset,Antecedent Support,Union Support,Confidence,Lift
76,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0'})",0.981575,0.6211625,0.6328222499554288,1.0125155999286861
77,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.978825,0.62085,0.6342808980154778,1.0148494368247645
78,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0'})",0.978825,0.62085,0.6342808980154778,1.0148494368247645
79,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.978825,0.62085,0.6342808980154778,1.0148494368247645
80,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9630875,0.620175,0.6439446052409569,1.030311368385531
81,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.9702125,0.620175,0.6392156357499001,1.0227450171998402
82,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9605,0.6198625,0.6453539823008849,1.032566371681416
83,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9630875,0.620175,0.6439446052409569,1.030311368385531
84,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9605,0.6198625,0.6453539823008849,1.032566371681416
85,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9605,0.6198625,0.6453539823008849,1.032566371681416
86,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9605,0.6198625,0.6453539823008849,1.032566371681416
87,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0'})",0.972425,0.6200125,0.6375941589325654,1.0201506542921046
88,"frozenset({'qty_params_0.0_4.0', 'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0'})",0.9793625,0.6200125,0.6330776397911907,1.012924223665905
89,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0'})",0.970175,0.6197125,0.6387636251191795,1.0220218001906871
90,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.9607625,0.619025,0.6443059549056089,1.0308895278489743
91,"frozenset({'qty_params_0.0_4.0', 'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0'})",0.972425,0.6200125,0.6375941589325654,1.0201506542921046
92,"frozenset({'qty_params_0.0_4.0', 'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0'})",0.970175,0.6197125,0.6387636251191795,1.0220218001906871
93,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.970175,0.6197125,0.6387636251191795,1.0220218001906871
94,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0'})",0.970175,0.6197125,0.6387636251191795,1.0220218001906871
95,"frozenset({'qty_params_0.0_4.0', 'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.9607625,0.619025,0.6443059549056089,1.0308895278489743
96,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9541125,0.619025,0.6487966565787577,1.0380746505260123
97,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.952025,0.618725,0.6499041516766891,1.0398466426827027
98,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9541125,0.619025,0.6487966565787577,1.0380746505260123
99,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.952025,0.618725,0.6499041516766891,1.0398466426827027
100,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.952025,0.618725,0.6499041516766891,1.0398466426827027
101,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.952025,0.618725,0.6499041516766891,1.0398466426827027
102,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_/_params_0.0_1.0'})",0.9743,0.619,0.635327927742995,1.0165246843887918
103,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0'})",0.9814125,0.619,0.6307235744399017,1.0091577191038428
104,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0'})",0.9715625,0.6186875,0.636796397555484,1.0188742360887744
105,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_-_domain_0.0_3.0'})",0.9627,0.6180125,0.6419575153214916,1.0271320245143865
106,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0'})",0.9718,0.61785,0.6357789668656102,1.0172463469849764
107,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_/_params_0.0_1.0'})",0.9743,0.619,0.635327927742995,1.0165246843887918
108,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0'})",0.9715625,0.6186875,0.636796397555484,1.0188742360887744
109,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0', 'qty_/_params_0.0_1.0'})",0.9715625,0.6186875,0.636796397555484,1.0188742360887744
110,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0'})",0.9715625,0.6186875,0.636796397555484,1.0188742360887744
111,"frozenset({'qty_params_0.0_4.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_-_domain_0.0_3.0'})",0.9627,0.6180125,0.6419575153214916,1.0271320245143865
112,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_/_params_0.0_1.0', 'qty_-_domain_0.0_3.0'})",0.955875,0.6180125,0.6465411272394402,1.0344658035831045
113,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9532875,0.6177,0.6479682152551041,1.0367491444081665
114,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.955875,0.6180125,0.6465411272394402,1.0344658035831045
115,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9532875,0.6177,0.6479682152551041,1.0367491444081665
116,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9532875,0.6177,0.6479682152551041,1.0367491444081665
117,"frozenset({'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9532875,0.6177,0.6479682152551041,1.0367491444081665
118,"frozenset({'qty_params_0.0_4.0', 'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0'})",0.9718,0.61785,0.6357789668656102,1.0172463469849764
119,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_/_params_0.0_1.0'})",0.96515,0.61785,0.6401595606900482,1.024255297104077
120,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0'})",0.9629125,0.61755,0.6413355315254502,1.0261368504407202
121,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_-_domain_0.0_3.0'})",0.9532625,0.6168625,0.6471066469099539,1.0353706350559262
122,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_params_0', 'qty_params_0.0_4.0'})",0.96515,0.61785,0.6401595606900482,1.024255297104077
123,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0'})",0.9629125,0.61755,0.6413355315254502,1.0261368504407202
124,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_params_0.0_4.0'})",0.9629125,0.61755,0.6413355315254502,1.0261368504407202
125,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0'})",0.9629125,0.61755,0.6413355315254502,1.0261368504407202
126,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9469,0.6168625,0.6514547470693843,1.042327595311015
127,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9532625,0.6168625,0.6471066469099539,1.0353706350559262
128,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9448125,0.6165625,0.6525765694251505,1.0441225110802408
129,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9469,0.6168625,0.6514547470693843,1.042327595311015
130,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9448125,0.6165625,0.6525765694251505,1.0441225110802408
131,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9448125,0.6165625,0.6525765694251505,1.0441225110802408
132,"frozenset({'qty_=_directory_0.0_1.0', 'qty_&_params_0.0_3.0', 'qty_/_params_0.0_1.0', 'qty_@_url_0', 'qty_@_params_0', 'qty_params_0.0_4.0', 'qty_-_domain_0.0_3.0'})",0.9448125,0.6165625,0.6525765694251505,1.0441225110802408
133,"frozenset({'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0'})",0.98845,0.621125,0.6283828215893571,1.0054125145429713
134,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0'})",0.98845,0.621125,0.6283828215893571,1.0054125145429713
135,"frozenset({'qty_&_url_0.0_3.0', 'qty_@_params_0'})",0.9810375,0.621125,0.6331307416892831,1.013009186702853
136,"frozenset({'qty_&_url_0.0_3.0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
137,"frozenset({'qty_&_url_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.969825,0.6201375,0.6394323718196582,1.023091794911453
138,"frozenset({'qty_&_url_0.0_3.0', 'qty_=_directory_0.0_1.0'})",0.979275,0.6199875,0.6331086773378265,1.0129738837405224
139,"frozenset({'qty_&_url_0.0_3.0', 'qty_/_params_0.0_1.0'})",0.9808875,0.6189625,0.6310229256668068,1.0096366810668909
140,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0'})",0.98845,0.621125,0.6283828215893571,1.0054125145429713
141,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_@_params_0'})",0.9810375,0.621125,0.6331307416892831,1.013009186702853
142,"frozenset({'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0'})",0.9810375,0.621125,0.6331307416892831,1.013009186702853
143,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0'})",0.9810375,0.621125,0.6331307416892831,1.013009186702853
144,"frozenset({'qty_&_url_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
145,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
146,"frozenset({'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
147,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
148,"frozenset({'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_@_params_0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
149,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_@_url_0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
150,"frozenset({'qty_&_params_0.0_3.0', 'qty_@_url_0', 'qty_&_url_0.0_3.0', 'qty_@_params_0', 'qty_params_0.0_4.0'})",0.9783875,0.620825,0.6345389735661995,1.0152623577059192
151,"frozenset({'qty_&_url_0.0_3.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9627,0.6201375,0.644164848862574,1.0306637581801184
152,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.969825,0.6201375,0.6394323718196582,1.023091794911453
153,"frozenset({'qty_&_url_0.0_3.0', 'qty_&_params_0.0_3.0', 'qty_-_domain_0.0_3.0'})",0.969825,0.6201375,0.6394323718196582,1.023091794911453
154,"frozenset({'qty_&_url_0.0_3.0', 'qty_@_url_0', 'qty_-_domain_0.0_3.0'})",0.9602125,0.6198375,0.6455211736985303,1.0328338779176485
155,"frozenset({'qty_params_0.0_4.0', 'qty_&_url_0.0_3.0', 'qty_@_params_0', 'qty_-_domain_0.0_3.0'})",0.9627,0.6201375,0.644164848862574,1.0306637581801184
